run_id,model,segment,curve,alpha,epsilon_smooth,epsilon_bound,kappa,n_triples,satisfied,violation_ratio
20251217_184957,chauffeur,HMB_2,Upsampled,0.5,0.01,0.02,1.5,15734,15730,0.0002542265158256285
20251217_184957,chauffeur,HMB_2,Upsampled,0.5,0.01,0.02,1.6,15734,15730,0.0002542265158256285
20251217_184957,chauffeur,HMB_2,Upsampled,0.5,0.01,0.02,1.7,15734,15730,0.0002542265158256285
20251217_184957,chauffeur,HMB_2,Upsampled,0.5,0.01,0.02,1.8,15734,15730,0.0002542265158256285
20251217_184957,chauffeur,HMB_2,Upsampled,0.5,0.01,0.02,1.9,15734,15730,0.0002542265158256285
20251217_184957,chauffeur,HMB_2,Upsampled,0.5,0.01,0.02,2.0,15734,15730,0.0002542265158256285
20251217_184957,chauffeur,HMB_3,Mixed-stream,0.5,0.01,0.02,0.0,5277,1922,0.6357779041121849
20251217_184957,chauffeur,HMB_3,Mixed-stream,0.5,0.01,0.02,0.1,5277,1970,0.6266818267955278
20251217_184957,chauffeur,HMB_3,Mixed-stream,0.5,0.01,0.02,0.2,5277,2032,0.6149327269281789
20251217_184957,chauffeur,HMB_3,Mixed-stream,0.5,0.01,0.02,0.3,5277,2084,0.6050786431684669
20251217_184957,chauffeur,HMB_3,Mixed-stream,0.5,0.01,0.02,0.4,5277,2135,0.5954140610195187
20251217_184957,chauffeur,HMB_3,Mixed-stream,0.5,0.01,0.02,0.5,5277,2186,0.5857494788705704
20251217_184957,chauffeur,HMB_3,Mixed-stream,0.5,0.01,0.02,0.6,5277,2246,0.5743793822247489
20251217_184957,chauffeur,HMB_3,Mixed-stream,0.5,0.01,0.02,0.7,5277,2290,0.5660413113511464
20251217_184957,chauffeur,HMB_3,Mixed-stream,0.5,0.01,0.02,0.8,5277,2341,0.5563767292021982
20251217_184957,chauffeur,HMB_3,Mixed-stream,0.5,0.01,0.02,0.9,5277,2395,0.5461436422209589
20251217_184957,chauffeur,HMB_3,Mixed-stream,0.5,0.01,0.02,1.0,5277,2449,0.5359105552397195
20251217_184957,chauffeur,HMB_3,Mixed-stream,0.5,0.01,0.02,1.1,5277,2513,0.5237824521508433
20251217_184957,chauffeur,HMB_3,Mixed-stream,0.5,0.01,0.02,1.2,5277,2554,0.5160128861095319
20251217_184957,chauffeur,HMB_3,Mixed-stream,0.5,0.01,0.02,1.3,5277,2596,0.5080538184574569
20251217_184957,chauffeur,HMB_3,Mixed-stream,0.5,0.01,0.02,1.4,5277,2637,0.5002842524161455
20251217_184957,chauffeur,HMB_3,Mixed-stream,0.5,0.01,0.02,1.5,5277,2677,0.4927041879855979
20251217_184957,chauffeur,HMB_3,Mixed-stream,0.5,0.01,0.02,1.6,5277,2699,0.48853515254879665
20251217_184957,chauffeur,HMB_3,Mixed-stream,0.5,0.01,0.02,1.7,5277,2727,0.4832291074474133
20251217_184957,chauffeur,HMB_3,Mixed-stream,0.5,0.01,0.02,1.8,5277,2756,0.4777335607352663
20251217_184957,chauffeur,HMB_3,Mixed-stream,0.5,0.01,0.02,1.9,5277,2778,0.47356452529846504
20251217_184957,chauffeur,HMB_3,Mixed-stream,0.5,0.01,0.02,2.0,5277,2809,0.4676899753647906
20251217_184957,chauffeur,HMB_3,Inserted-only,0.5,0.01,0.02,0.0,5277,5202,0.01421262080727681
20251217_184957,chauffeur,HMB_3,Inserted-only,0.5,0.01,0.02,0.1,5277,5231,0.008717074095129784
20251217_184957,chauffeur,HMB_3,Inserted-only,0.5,0.01,0.02,0.2,5277,5243,0.006443054765965517
20251217_184957,chauffeur,HMB_3,Inserted-only,0.5,0.01,0.02,0.3,5277,5248,0.005495546712147026
20251217_184957,chauffeur,HMB_3,Inserted-only,0.5,0.01,0.02,0.4,5277,5251,0.004927041879855931
20251217_184957,chauffeur,HMB_3,Inserted-only,0.5,0.01,0.02,0.5,5277,5252,0.004737540269092233
20251217_184957,chauffeur,HMB_3,Inserted-only,0.5,0.01,0.02,0.6,5277,5252,0.004737540269092233
20251217_184957,chauffeur,HMB_3,Inserted-only,0.5,0.01,0.02,0.7,5277,5258,0.003600530604510155
20251217_184957,chauffeur,HMB_3,Inserted-only,0.5,0.01,0.02,0.8,5277,5260,0.0032215273829827584
20251217_184957,chauffeur,HMB_3,Inserted-only,0.5,0.01,0.02,0.9,5277,5262,0.002842524161455362
20251217_184957,chauffeur,HMB_3,Inserted-only,0.5,0.01,0.02,1.0,5277,5263,0.002653022550691664
20251217_184957,chauffeur,HMB_3,Inserted-only,0.5,0.01,0.02,1.1,5277,5263,0.002653022550691664
20251217_184957,chauffeur,HMB_3,Inserted-only,0.5,0.01,0.02,1.2,5277,5263,0.002653022550691664
20251217_184957,chauffeur,HMB_3,Inserted-only,0.5,0.01,0.02,1.3,5277,5264,0.0024635209399279656
20251217_184957,chauffeur,HMB_3,Inserted-only,0.5,0.01,0.02,1.4,5277,5264,0.0024635209399279656
20251217_184957,chauffeur,HMB_3,Inserted-only,0.5,0.01,0.02,1.5,5277,5266,0.002084517718400569
20251217_184957,chauffeur,HMB_3,Inserted-only,0.5,0.01,0.02,1.6,5277,5266,0.002084517718400569
20251217_184957,chauffeur,HMB_3,Inserted-only,0.5,0.01,0.02,1.7,5277,5267,0.001895016107636871
20251217_184957,chauffeur,HMB_3,Inserted-only,0.5,0.01,0.02,1.8,5277,5268,0.0017055144968731728
20251217_184957,chauffeur,HMB_3,Inserted-only,0.5,0.01,0.02,1.9,5277,5268,0.0017055144968731728
20251217_184957,chauffeur,HMB_3,Inserted-only,0.5,0.01,0.02,2.0,5277,5268,0.0017055144968731728
20251217_184957,chauffeur,HMB_3,Upsampled,0.5,0.01,0.02,0.0,5277,5274,0.0005685048322910946
20251217_184957,chauffeur,HMB_3,Upsampled,0.5,0.01,0.02,0.1,5277,5276,0.0001895016107636982
20251217_184957,chauffeur,HMB_3,Upsampled,0.5,0.01,0.02,0.2,5277,5276,0.0001895016107636982
20251217_184957,chauffeur,HMB_3,Upsampled,0.5,0.01,0.02,0.3,5277,5276,0.0001895016107636982
20251217_184957,chauffeur,HMB_3,Upsampled,0.5,0.01,0.02,0.4,5277,5276,0.0001895016107636982
20251217_184957,chauffeur,HMB_3,Upsampled,0.5,0.01,0.02,0.5,5277,5276,0.0001895016107636982
20251217_184957,chauffeur,HMB_3,Upsampled,0.5,0.01,0.02,0.6,5277,5276,0.0001895016107636982
20251217_184957,chauffeur,HMB_3,Upsampled,0.5,0.01,0.02,0.7,5277,5277,0.0
20251217_184957,chauffeur,HMB_3,Upsampled,0.5,0.01,0.02,0.8,5277,5277,0.0
20251217_184957,chauffeur,HMB_3,Upsampled,0.5,0.01,0.02,0.9,5277,5277,0.0
20251217_184957,chauffeur,HMB_3,Upsampled,0.5,0.01,0.02,1.0,5277,5277,0.0
20251217_184957,chauffeur,HMB_3,Upsampled,0.5,0.01,0.02,1.1,5277,5277,0.0
20251217_184957,chauffeur,HMB_3,Upsampled,0.5,0.01,0.02,1.2,5277,5277,0.0
20251217_184957,chauffeur,HMB_3,Upsampled,0.5,0.01,0.02,1.3,5277,5277,0.0
20251217_184957,chauffeur,HMB_3,Upsampled,0.5,0.01,0.02,1.4,5277,5277,0.0
20251217_184957,chauffeur,HMB_3,Upsampled,0.5,0.01,0.02,1.5,5277,5277,0.0
20251217_184957,chauffeur,HMB_3,Upsampled,0.5,0.01,0.02,1.6,5277,5277,0.0
20251217_184957,chauffeur,HMB_3,Upsampled,0.5,0.01,0.02,1.7,5277,5277,0.0
20251217_184957,chauffeur,HMB_3,Upsampled,0.5,0.01,0.02,1.8,5277,5277,0.0
20251217_184957,chauffeur,HMB_3,Upsampled,0.5,0.01,0.02,1.9,5277,5277,0.0
20251217_184957,chauffeur,HMB_3,Upsampled,0.5,0.01,0.02,2.0,5277,5277,0.0
20251217_184957,chauffeur,HMB_4,Mixed-stream,0.5,0.01,0.02,0.0,1972,847,0.5704868154158216
20251217_184957,chauffeur,HMB_4,Mixed-stream,0.5,0.01,0.02,0.1,1972,879,0.5542596348884381
20251217_184957,chauffeur,HMB_4,Mixed-stream,0.5,0.01,0.02,0.2,1972,908,0.539553752535497
20251217_184957,chauffeur,HMB_4,Mixed-stream,0.5,0.01,0.02,0.3,1972,944,0.5212981744421907
20251217_184957,chauffeur,HMB_4,Mixed-stream,0.5,0.01,0.02,0.4,1972,977,0.5045638945233266
20251217_184957,chauffeur,HMB_4,Mixed-stream,0.5,0.01,0.02,0.5,1972,1006,0.4898580121703854
20251217_184957,chauffeur,HMB_4,Mixed-stream,0.5,0.01,0.02,0.6,1972,1029,0.47819472616632863
20251217_184957,chauffeur,HMB_4,Mixed-stream,0.5,0.01,0.02,0.7,1972,1055,0.46501014198782964
20251217_184957,chauffeur,HMB_4,Mixed-stream,0.5,0.01,0.02,0.8,1972,1095,0.4447261663286004
20251217_184957,chauffeur,HMB_4,Mixed-stream,0.5,0.01,0.02,0.9,1972,1120,0.43204868154158216
20251217_184957,chauffeur,HMB_4,Mixed-stream,0.5,0.01,0.02,1.0,1972,1148,0.41784989858012167
20251217_184957,chauffeur,HMB_4,Mixed-stream,0.5,0.01,0.02,1.1,1972,1167,0.4082150101419878
20251217_184957,chauffeur,HMB_4,Mixed-stream,0.5,0.01,0.02,1.2,1972,1184,0.3995943204868154
20251217_184957,chauffeur,HMB_4,Mixed-stream,0.5,0.01,0.02,1.3,1972,1204,0.3894523326572008
20251217_184957,chauffeur,HMB_4,Mixed-stream,0.5,0.01,0.02,1.4,1972,1229,0.37677484787018256
20251217_184957,chauffeur,HMB_4,Mixed-stream,0.5,0.01,0.02,1.5,1972,1243,0.3696754563894523
20251217_184957,chauffeur,HMB_4,Mixed-stream,0.5,0.01,0.02,1.6,1972,1254,0.3640973630831643
20251217_184957,chauffeur,HMB_4,Mixed-stream,0.5,0.01,0.02,1.7,1972,1268,0.35699797160243407
20251217_184957,chauffeur,HMB_4,Mixed-stream,0.5,0.01,0.02,1.8,1972,1277,0.35243407707910746
20251217_184957,chauffeur,HMB_4,Mixed-stream,0.5,0.01,0.02,1.9,1972,1293,0.3443204868154158
20251217_184957,chauffeur,HMB_4,Mixed-stream,0.5,0.01,0.02,2.0,1972,1297,0.34229208924949295
20251217_184957,chauffeur,HMB_4,Inserted-only,0.5,0.01,0.02,0.0,1972,1972,0.0
20251217_184957,chauffeur,HMB_4,Inserted-only,0.5,0.01,0.02,0.1,1972,1972,0.0
20251217_184957,chauffeur,HMB_4,Inserted-only,0.5,0.01,0.02,0.2,1972,1972,0.0
20251217_184957,chauffeur,HMB_4,Inserted-only,0.5,0.01,0.02,0.3,1972,1972,0.0
20251217_184957,chauffeur,HMB_4,Inserted-only,0.5,0.01,0.02,0.4,1972,1972,0.0
20251217_184957,chauffeur,HMB_4,Inserted-only,0.5,0.01,0.02,0.5,1972,1972,0.0
20251217_184957,chauffeur,HMB_4,Inserted-only,0.5,0.01,0.02,0.6,1972,1972,0.0
20251217_184957,chauffeur,HMB_4,Inserted-only,0.5,0.01,0.02,0.7,1972,1972,0.0
20251217_184957,chauffeur,HMB_4,Inserted-only,0.5,0.01,0.02,0.8,1972,1972,0.0
20251217_184957,chauffeur,HMB_4,Inserted-only,0.5,0.01,0.02,0.9,1972,1972,0.0
20251217_184957,chauffeur,HMB_4,Inserted-only,0.5,0.01,0.02,1.0,1972,1972,0.0
20251217_184957,chauffeur,HMB_4,Inserted-only,0.5,0.01,0.02,1.1,1972,1972,0.0
20251217_184957,chauffeur,HMB_4,Inserted-only,0.5,0.01,0.02,1.2,1972,1972,0.0
20251217_184957,chauffeur,HMB_4,Inserted-only,0.5,0.01,0.02,1.3,1972,1972,0.0
20251217_184957,chauffeur,HMB_4,Inserted-only,0.5,0.01,0.02,1.4,1972,1972,0.0
20251217_184957,chauffeur,HMB_4,Inserted-only,0.5,0.01,0.02,1.5,1972,1972,0.0
20251217_184957,chauffeur,HMB_4,Inserted-only,0.5,0.01,0.02,1.6,1972,1972,0.0
20251217_184957,chauffeur,HMB_4,Inserted-only,0.5,0.01,0.02,1.7,1972,1972,0.0
20251217_184957,chauffeur,HMB_4,Inserted-only,0.5,0.01,0.02,1.8,1972,1972,0.0
20251217_184957,chauffeur,HMB_4,Inserted-only,0.5,0.01,0.02,1.9,1972,1972,0.0
20251217_184957,chauffeur,HMB_4,Inserted-only,0.5,0.01,0.02,2.0,1972,1972,0.0
20251217_184957,chauffeur,HMB_4,Upsampled,0.5,0.01,0.02,0.0,1972,1972,0.0
20251217_184957,chauffeur,HMB_4,Upsampled,0.5,0.01,0.02,0.1,1972,1972,0.0
20251217_184957,chauffeur,HMB_4,Upsampled,0.5,0.01,0.02,0.2,1972,1972,0.0
20251217_184957,chauffeur,HMB_4,Upsampled,0.5,0.01,0.02,0.3,1972,1972,0.0
20251217_184957,chauffeur,HMB_4,Upsampled,0.5,0.01,0.02,0.4,1972,1972,0.0
20251217_184957,chauffeur,HMB_4,Upsampled,0.5,0.01,0.02,0.5,1972,1972,0.0
20251217_184957,chauffeur,HMB_4,Upsampled,0.5,0.01,0.02,0.6,1972,1972,0.0
20251217_184957,chauffeur,HMB_4,Upsampled,0.5,0.01,0.02,0.7,1972,1972,0.0
20251217_184957,chauffeur,HMB_4,Upsampled,0.5,0.01,0.02,0.8,1972,1972,0.0
20251217_184957,chauffeur,HMB_4,Upsampled,0.5,0.01,0.02,0.9,1972,1972,0.0
20251217_184957,chauffeur,HMB_4,Upsampled,0.5,0.01,0.02,1.0,1972,1972,0.0
20251217_184957,chauffeur,HMB_4,Upsampled,0.5,0.01,0.02,1.1,1972,1972,0.0
20251217_184957,chauffeur,HMB_4,Upsampled,0.5,0.01,0.02,1.2,1972,1972,0.0
20251217_184957,chauffeur,HMB_4,Upsampled,0.5,0.01,0.02,1.3,1972,1972,0.0
20251217_184957,chauffeur,HMB_4,Upsampled,0.5,0.01,0.02,1.4,1972,1972,0.0
20251217_184957,chauffeur,HMB_4,Upsampled,0.5,0.01,0.02,1.5,1972,1972,0.0
20251217_184957,chauffeur,HMB_4,Upsampled,0.5,0.01,0.02,1.6,1972,1972,0.0
20251217_184957,chauffeur,HMB_4,Upsampled,0.5,0.01,0.02,1.7,1972,1972,0.0
20251217_184957,chauffeur,HMB_4,Upsampled,0.5,0.01,0.02,1.8,1972,1972,0.0
20251217_184957,chauffeur,HMB_4,Upsampled,0.5,0.01,0.02,1.9,1972,1972,0.0
20251217_184957,chauffeur,HMB_4,Upsampled,0.5,0.01,0.02,2.0,1972,1972,0.0
20251217_184957,chauffeur,HMB_5,Mixed-stream,0.5,0.01,0.02,0.0,4233,961,0.7729742499409402
20251217_184957,chauffeur,HMB_5,Mixed-stream,0.5,0.01,0.02,0.1,4233,1021,0.7587999055043704
20251217_184957,chauffeur,HMB_5,Mixed-stream,0.5,0.01,0.02,0.2,4233,1074,0.7462792345854004
20251217_184957,chauffeur,HMB_5,Mixed-stream,0.5,0.01,0.02,0.3,4233,1130,0.7330498464446019
20251217_184957,chauffeur,HMB_5,Mixed-stream,0.5,0.01,0.02,0.4,4233,1187,0.7195842192298606
20251217_184957,chauffeur,HMB_5,Mixed-stream,0.5,0.01,0.02,0.5,4233,1244,0.7061185920151193
20251217_184957,chauffeur,HMB_5,Mixed-stream,0.5,0.01,0.02,0.6,4233,1299,0.6931254429482636
20251217_184957,chauffeur,HMB_5,Mixed-stream,0.5,0.01,0.02,0.7,4233,1352,0.6806047720292936
20251217_184957,chauffeur,HMB_5,Mixed-stream,0.5,0.01,0.02,0.8,4233,1406,0.6678478620363808
20251217_184957,chauffeur,HMB_5,Mixed-stream,0.5,0.01,0.02,0.9,4233,1453,0.6567446255610678
20251217_184957,chauffeur,HMB_5,Mixed-stream,0.5,0.01,0.02,1.0,4233,1487,0.6487124970470115
20251217_184957,chauffeur,HMB_5,Mixed-stream,0.5,0.01,0.02,1.1,4233,1529,0.6387904559414127
20251217_184957,chauffeur,HMB_5,Mixed-stream,0.5,0.01,0.02,1.2,4233,1569,0.6293408929836994
20251217_184957,chauffeur,HMB_5,Mixed-stream,0.5,0.01,0.02,1.3,4233,1591,0.6241436333569572
20251217_184957,chauffeur,HMB_5,Mixed-stream,0.5,0.01,0.02,1.4,4233,1624,0.6163477439168439
20251217_184957,chauffeur,HMB_5,Mixed-stream,0.5,0.01,0.02,1.5,4233,1646,0.6111504842901017
20251217_184957,chauffeur,HMB_5,Mixed-stream,0.5,0.01,0.02,1.6,4233,1682,0.6026458776281597
20251217_184957,chauffeur,HMB_5,Mixed-stream,0.5,0.01,0.02,1.7,4233,1712,0.5955587054098748
20251217_184957,chauffeur,HMB_5,Mixed-stream,0.5,0.01,0.02,1.8,4233,1737,0.589652728561304
20251217_184957,chauffeur,HMB_5,Mixed-stream,0.5,0.01,0.02,1.9,4233,1757,0.5849279470824474
20251217_184957,chauffeur,HMB_5,Mixed-stream,0.5,0.01,0.02,2.0,4233,1774,0.5809118828254194
20251217_184957,chauffeur,HMB_5,Inserted-only,0.5,0.01,0.02,0.0,4233,4094,0.03283723127805338
20251217_184957,chauffeur,HMB_5,Inserted-only,0.5,0.01,0.02,0.1,4233,4130,0.02433262461611152
20251217_184957,chauffeur,HMB_5,Inserted-only,0.5,0.01,0.02,0.2,4233,4159,0.017481691471769478
20251217_184957,chauffeur,HMB_5,Inserted-only,0.5,0.01,0.02,0.3,4233,4176,0.013465627214741316
20251217_184957,chauffeur,HMB_5,Inserted-only,0.5,0.01,0.02,0.4,4233,4196,0.008740845735884739
20251217_184957,chauffeur,HMB_5,Inserted-only,0.5,0.01,0.02,0.5,4233,4200,0.007795889440113446
20251217_184957,chauffeur,HMB_5,Inserted-only,0.5,0.01,0.02,0.6,4233,4204,0.006850933144342042
20251217_184957,chauffeur,HMB_5,Inserted-only,0.5,0.01,0.02,0.7,4233,4207,0.0061422159225136275
20251217_184957,chauffeur,HMB_5,Inserted-only,0.5,0.01,0.02,0.8,4233,4213,0.004724781478856577
20251217_184957,chauffeur,HMB_5,Inserted-only,0.5,0.01,0.02,0.9,4233,4214,0.004488542404913809
20251217_184957,chauffeur,HMB_5,Inserted-only,0.5,0.01,0.02,1.0,4233,4215,0.00425230333097093
20251217_184957,chauffeur,HMB_5,Inserted-only,0.5,0.01,0.02,1.1,4233,4218,0.003543586109142405
20251217_184957,chauffeur,HMB_5,Inserted-only,0.5,0.01,0.02,1.2,4233,4220,0.0030711079612567582
20251217_184957,chauffeur,HMB_5,Inserted-only,0.5,0.01,0.02,1.3,4233,4222,0.0025986298133711117
20251217_184957,chauffeur,HMB_5,Inserted-only,0.5,0.01,0.02,1.4,4233,4222,0.0025986298133711117
20251217_184957,chauffeur,HMB_5,Inserted-only,0.5,0.01,0.02,1.5,4233,4224,0.002126151665485465
20251217_184957,chauffeur,HMB_5,Inserted-only,0.5,0.01,0.02,1.6,4233,4224,0.002126151665485465
20251217_184957,chauffeur,HMB_5,Inserted-only,0.5,0.01,0.02,1.7,4233,4224,0.002126151665485465
20251217_184957,chauffeur,HMB_5,Inserted-only,0.5,0.01,0.02,1.8,4233,4224,0.002126151665485465
20251217_184957,chauffeur,HMB_5,Inserted-only,0.5,0.01,0.02,1.9,4233,4224,0.002126151665485465
20251217_184957,chauffeur,HMB_5,Inserted-only,0.5,0.01,0.02,2.0,4233,4224,0.002126151665485465
20251217_184957,chauffeur,HMB_5,Upsampled,0.5,0.01,0.02,0.0,4233,4233,0.0
20251217_184957,chauffeur,HMB_5,Upsampled,0.5,0.01,0.02,0.1,4233,4233,0.0
20251217_184957,chauffeur,HMB_5,Upsampled,0.5,0.01,0.02,0.2,4233,4233,0.0
20251217_184957,chauffeur,HMB_5,Upsampled,0.5,0.01,0.02,0.3,4233,4233,0.0
20251217_184957,chauffeur,HMB_5,Upsampled,0.5,0.01,0.02,0.4,4233,4233,0.0
20251217_184957,chauffeur,HMB_5,Upsampled,0.5,0.01,0.02,0.5,4233,4233,0.0
20251217_184957,chauffeur,HMB_5,Upsampled,0.5,0.01,0.02,0.6,4233,4233,0.0
20251217_184957,chauffeur,HMB_5,Upsampled,0.5,0.01,0.02,0.7,4233,4233,0.0
20251217_184957,chauffeur,HMB_5,Upsampled,0.5,0.01,0.02,0.8,4233,4233,0.0
20251217_184957,chauffeur,HMB_5,Upsampled,0.5,0.01,0.02,0.9,4233,4233,0.0
20251217_184957,chauffeur,HMB_5,Upsampled,0.5,0.01,0.02,1.0,4233,4233,0.0
20251217_184957,chauffeur,HMB_5,Upsampled,0.5,0.01,0.02,1.1,4233,4233,0.0
20251217_184957,chauffeur,HMB_5,Upsampled,0.5,0.01,0.02,1.2,4233,4233,0.0
20251217_184957,chauffeur,HMB_5,Upsampled,0.5,0.01,0.02,1.3,4233,4233,0.0
20251217_184957,chauffeur,HMB_5,Upsampled,0.5,0.01,0.02,1.4,4233,4233,0.0
20251217_184957,chauffeur,HMB_5,Upsampled,0.5,0.01,0.02,1.5,4233,4233,0.0
20251217_184957,chauffeur,HMB_5,Upsampled,0.5,0.01,0.02,1.6,4233,4233,0.0
20251217_184957,chauffeur,HMB_5,Upsampled,0.5,0.01,0.02,1.7,4233,4233,0.0
20251217_184957,chauffeur,HMB_5,Upsampled,0.5,0.01,0.02,1.8,4233,4233,0.0
20251217_184957,chauffeur,HMB_5,Upsampled,0.5,0.01,0.02,1.9,4233,4233,0.0
20251217_184957,chauffeur,HMB_5,Upsampled,0.5,0.01,0.02,2.0,4233,4233,0.0
20251217_184957,chauffeur,HMB_6,Mixed-stream,0.5,0.01,0.02,0.0,6304,3997,0.36595812182741116
20251217_184957,chauffeur,HMB_6,Mixed-stream,0.5,0.01,0.02,0.1,6304,4042,0.35881979695431476
20251217_184957,chauffeur,HMB_6,Mixed-stream,0.5,0.01,0.02,0.2,6304,4101,0.3494606598984772
20251217_184957,chauffeur,HMB_6,Mixed-stream,0.5,0.01,0.02,0.3,6304,4144,0.3426395939086294
20251217_184957,chauffeur,HMB_6,Mixed-stream,0.5,0.01,0.02,0.4,6304,4192,0.3350253807106599
20251217_184957,chauffeur,HMB_6,Mixed-stream,0.5,0.01,0.02,0.5,6304,4239,0.32756979695431476
20251217_184957,chauffeur,HMB_6,Mixed-stream,0.5,0.01,0.02,0.6,6304,4285,0.3202728426395939
20251217_184957,chauffeur,HMB_6,Mixed-stream,0.5,0.01,0.02,0.7,6304,4319,0.31487944162436543
20251217_184957,chauffeur,HMB_6,Mixed-stream,0.5,0.01,0.02,0.8,6304,4357,0.3088515228426396
20251217_184957,chauffeur,HMB_6,Mixed-stream,0.5,0.01,0.02,0.9,6304,4400,0.30203045685279184
20251217_184957,chauffeur,HMB_6,Mixed-stream,0.5,0.01,0.02,1.0,6304,4438,0.296002538071066
20251217_184957,chauffeur,HMB_6,Mixed-stream,0.5,0.01,0.02,1.1,6304,4474,0.29029187817258884
20251217_184957,chauffeur,HMB_6,Mixed-stream,0.5,0.01,0.02,1.2,6304,4515,0.2837880710659898
20251217_184957,chauffeur,HMB_6,Mixed-stream,0.5,0.01,0.02,1.3,6304,4550,0.2782360406091371
20251217_184957,chauffeur,HMB_6,Mixed-stream,0.5,0.01,0.02,1.4,6304,4589,0.2720494923857868
20251217_184957,chauffeur,HMB_6,Mixed-stream,0.5,0.01,0.02,1.5,6304,4630,0.26554568527918787
20251217_184957,chauffeur,HMB_6,Mixed-stream,0.5,0.01,0.02,1.6,6304,4663,0.2603109137055838
20251217_184957,chauffeur,HMB_6,Mixed-stream,0.5,0.01,0.02,1.7,6304,4692,0.2557106598984772
20251217_184957,chauffeur,HMB_6,Mixed-stream,0.5,0.01,0.02,1.8,6304,4722,0.2509517766497462
20251217_184957,chauffeur,HMB_6,Mixed-stream,0.5,0.01,0.02,1.9,6304,4748,0.24682741116751272
20251217_184957,chauffeur,HMB_6,Mixed-stream,0.5,0.01,0.02,2.0,6304,4786,0.2407994923857868
20251217_184957,chauffeur,HMB_6,Inserted-only,0.5,0.01,0.02,0.0,6304,6304,0.0
20251217_184957,chauffeur,HMB_6,Inserted-only,0.5,0.01,0.02,0.1,6304,6304,0.0
20251217_184957,chauffeur,HMB_6,Inserted-only,0.5,0.01,0.02,0.2,6304,6304,0.0
20251217_184957,chauffeur,HMB_6,Inserted-only,0.5,0.01,0.02,0.3,6304,6304,0.0
20251217_184957,chauffeur,HMB_6,Inserted-only,0.5,0.01,0.02,0.4,6304,6304,0.0
20251217_184957,chauffeur,HMB_6,Inserted-only,0.5,0.01,0.02,0.5,6304,6304,0.0
20251217_184957,chauffeur,HMB_6,Inserted-only,0.5,0.01,0.02,0.6,6304,6304,0.0
20251217_184957,chauffeur,HMB_6,Inserted-only,0.5,0.01,0.02,0.7,6304,6304,0.0
20251217_184957,chauffeur,HMB_6,Inserted-only,0.5,0.01,0.02,0.8,6304,6304,0.0
20251217_184957,chauffeur,HMB_6,Inserted-only,0.5,0.01,0.02,0.9,6304,6304,0.0
20251217_184957,chauffeur,HMB_6,Inserted-only,0.5,0.01,0.02,1.0,6304,6304,0.0
20251217_184957,chauffeur,HMB_6,Inserted-only,0.5,0.01,0.02,1.1,6304,6304,0.0
20251217_184957,chauffeur,HMB_6,Inserted-only,0.5,0.01,0.02,1.2,6304,6304,0.0
20251217_184957,chauffeur,HMB_6,Inserted-only,0.5,0.01,0.02,1.3,6304,6304,0.0
20251217_184957,chauffeur,HMB_6,Inserted-only,0.5,0.01,0.02,1.4,6304,6304,0.0
20251217_184957,chauffeur,HMB_6,Inserted-only,0.5,0.01,0.02,1.5,6304,6304,0.0
20251217_184957,chauffeur,HMB_6,Inserted-only,0.5,0.01,0.02,1.6,6304,6304,0.0
20251217_184957,chauffeur,HMB_6,Inserted-only,0.5,0.01,0.02,1.7,6304,6304,0.0
20251217_184957,chauffeur,HMB_6,Inserted-only,0.5,0.01,0.02,1.8,6304,6304,0.0
20251217_184957,chauffeur,HMB_6,Inserted-only,0.5,0.01,0.02,1.9,6304,6304,0.0
20251217_184957,chauffeur,HMB_6,Inserted-only,0.5,0.01,0.02,2.0,6304,6304,0.0
20251217_184957,chauffeur,HMB_6,Upsampled,0.5,0.01,0.02,0.0,6304,6304,0.0
20251217_184957,chauffeur,HMB_6,Upsampled,0.5,0.01,0.02,0.1,6304,6304,0.0
20251217_184957,chauffeur,HMB_6,Upsampled,0.5,0.01,0.02,0.2,6304,6304,0.0
20251217_184957,chauffeur,HMB_6,Upsampled,0.5,0.01,0.02,0.3,6304,6304,0.0
20251217_184957,chauffeur,HMB_6,Upsampled,0.5,0.01,0.02,0.4,6304,6304,0.0
20251217_184957,chauffeur,HMB_6,Upsampled,0.5,0.01,0.02,0.5,6304,6304,0.0
20251217_184957,chauffeur,HMB_6,Upsampled,0.5,0.01,0.02,0.6,6304,6304,0.0
20251217_184957,chauffeur,HMB_6,Upsampled,0.5,0.01,0.02,0.7,6304,6304,0.0
20251217_184957,chauffeur,HMB_6,Upsampled,0.5,0.01,0.02,0.8,6304,6304,0.0
20251217_184957,chauffeur,HMB_6,Upsampled,0.5,0.01,0.02,0.9,6304,6304,0.0
20251217_184957,chauffeur,HMB_6,Upsampled,0.5,0.01,0.02,1.0,6304,6304,0.0
20251217_184957,chauffeur,HMB_6,Upsampled,0.5,0.01,0.02,1.1,6304,6304,0.0
20251217_184957,chauffeur,HMB_6,Upsampled,0.5,0.01,0.02,1.2,6304,6304,0.0
20251217_184957,chauffeur,HMB_6,Upsampled,0.5,0.01,0.02,1.3,6304,6304,0.0
20251217_184957,chauffeur,HMB_6,Upsampled,0.5,0.01,0.02,1.4,6304,6304,0.0
20251217_184957,chauffeur,HMB_6,Upsampled,0.5,0.01,0.02,1.5,6304,6304,0.0
20251217_184957,chauffeur,HMB_6,Upsampled,0.5,0.01,0.02,1.6,6304,6304,0.0
