run_id,model,segment,curve,alpha,epsilon_smooth,epsilon_bound,kappa,n_triples,satisfied,violation_ratio
20251217_184957,autumn,HMB_4,Upsampled,0.5,0.01,0.02,1.7,1972,1945,0.01369168356997974
20251217_184957,autumn,HMB_4,Upsampled,0.5,0.01,0.02,1.8,1972,1946,0.013184584178498993
20251217_184957,autumn,HMB_4,Upsampled,0.5,0.01,0.02,1.9,1972,1948,0.012170385395537497
20251217_184957,autumn,HMB_4,Upsampled,0.5,0.01,0.02,2.0,1972,1948,0.012170385395537497
20251217_184957,autumn,HMB_5,Mixed-stream,0.5,0.01,0.02,0.0,4233,1675,0.6042995511457595
20251217_184957,autumn,HMB_5,Mixed-stream,0.5,0.01,0.02,0.1,4233,1855,0.5617765178360501
20251217_184957,autumn,HMB_5,Mixed-stream,0.5,0.01,0.02,0.2,4233,2050,0.5157098984171982
20251217_184957,autumn,HMB_5,Mixed-stream,0.5,0.01,0.02,0.3,4233,2222,0.47507677769903145
20251217_184957,autumn,HMB_5,Mixed-stream,0.5,0.01,0.02,0.4,4233,2366,0.4410583510512639
20251217_184957,autumn,HMB_5,Mixed-stream,0.5,0.01,0.02,0.5,4233,2511,0.40680368532955347
20251217_184957,autumn,HMB_5,Mixed-stream,0.5,0.01,0.02,0.6,4233,2641,0.37609260571698555
20251217_184957,autumn,HMB_5,Mixed-stream,0.5,0.01,0.02,0.7,4233,2754,0.3493975903614458
20251217_184957,autumn,HMB_5,Mixed-stream,0.5,0.01,0.02,0.8,4233,2817,0.33451452870304743
20251217_184957,autumn,HMB_5,Mixed-stream,0.5,0.01,0.02,0.9,4233,2868,0.32246633593196317
20251217_184957,autumn,HMB_5,Mixed-stream,0.5,0.01,0.02,1.0,4233,2904,0.3139617292700213
20251217_184957,autumn,HMB_5,Mixed-stream,0.5,0.01,0.02,1.1,4233,2931,0.3075832742735648
20251217_184957,autumn,HMB_5,Mixed-stream,0.5,0.01,0.02,1.2,4233,2958,0.3012048192771084
20251217_184957,autumn,HMB_5,Mixed-stream,0.5,0.01,0.02,1.3,4233,2975,0.29718875502008035
20251217_184957,autumn,HMB_5,Mixed-stream,0.5,0.01,0.02,1.4,4233,2984,0.2950626033545949
20251217_184957,autumn,HMB_5,Mixed-stream,0.5,0.01,0.02,1.5,4233,2997,0.291991495393338
20251217_184957,autumn,HMB_5,Mixed-stream,0.5,0.01,0.02,1.6,4233,3011,0.2886841483581384
20251217_184957,autumn,HMB_5,Mixed-stream,0.5,0.01,0.02,1.7,4233,3020,0.2865579966926529
20251217_184957,autumn,HMB_5,Mixed-stream,0.5,0.01,0.02,1.8,4233,3026,0.285140562248996
20251217_184957,autumn,HMB_5,Mixed-stream,0.5,0.01,0.02,1.9,4233,3034,0.2832506496574534
20251217_184957,autumn,HMB_5,Mixed-stream,0.5,0.01,0.02,2.0,4233,3041,0.28159697613985357
20251217_184957,autumn,HMB_5,Inserted-only,0.5,0.01,0.02,0.0,4233,3032,0.28372312780533904
20251217_184957,autumn,HMB_5,Inserted-only,0.5,0.01,0.02,0.1,4233,3262,0.22938814079848802
20251217_184957,autumn,HMB_5,Inserted-only,0.5,0.01,0.02,0.2,4233,3452,0.18450271674935037
20251217_184957,autumn,HMB_5,Inserted-only,0.5,0.01,0.02,0.3,4233,3576,0.1552090715804394
20251217_184957,autumn,HMB_5,Inserted-only,0.5,0.01,0.02,0.4,4233,3655,0.13654618473895586
20251217_184957,autumn,HMB_5,Inserted-only,0.5,0.01,0.02,0.5,4233,3718,0.12166312308055749
20251217_184957,autumn,HMB_5,Inserted-only,0.5,0.01,0.02,0.6,4233,3765,0.11055988660524452
20251217_184957,autumn,HMB_5,Inserted-only,0.5,0.01,0.02,0.7,4233,3799,0.1025277580911883
20251217_184957,autumn,HMB_5,Inserted-only,0.5,0.01,0.02,0.8,4233,3819,0.09780297661233173
20251217_184957,autumn,HMB_5,Inserted-only,0.5,0.01,0.02,0.9,4233,3836,0.09378691235530356
20251217_184957,autumn,HMB_5,Inserted-only,0.5,0.01,0.02,1.0,4233,3849,0.0907158043940468
20251217_184957,autumn,HMB_5,Inserted-only,0.5,0.01,0.02,1.1,4233,3860,0.0881171745806757
20251217_184957,autumn,HMB_5,Inserted-only,0.5,0.01,0.02,1.2,4233,3865,0.08693597921096152
20251217_184957,autumn,HMB_5,Inserted-only,0.5,0.01,0.02,1.3,4233,3871,0.08551854476730447
20251217_184957,autumn,HMB_5,Inserted-only,0.5,0.01,0.02,1.4,4233,3879,0.08362863217576189
20251217_184957,autumn,HMB_5,Inserted-only,0.5,0.01,0.02,1.5,4233,3882,0.08291991495393336
20251217_184957,autumn,HMB_5,Inserted-only,0.5,0.01,0.02,1.6,4233,3886,0.08197495865816207
20251217_184957,autumn,HMB_5,Inserted-only,0.5,0.01,0.02,1.7,4233,3887,0.08173871958421919
20251217_184957,autumn,HMB_5,Inserted-only,0.5,0.01,0.02,1.8,4233,3890,0.08103000236239077
20251217_184957,autumn,HMB_5,Inserted-only,0.5,0.01,0.02,1.9,4233,3892,0.08055752421450513
20251217_184957,autumn,HMB_5,Inserted-only,0.5,0.01,0.02,2.0,4233,3894,0.08008504606661937
20251217_184957,autumn,HMB_5,Upsampled,0.5,0.01,0.02,0.0,4233,3144,0.25726435152374205
20251217_184957,autumn,HMB_5,Upsampled,0.5,0.01,0.02,0.1,4233,3488,0.1759981100874085
20251217_184957,autumn,HMB_5,Upsampled,0.5,0.01,0.02,0.2,4233,3717,0.12189936215450037
20251217_184957,autumn,HMB_5,Upsampled,0.5,0.01,0.02,0.3,4233,3866,0.08669974013701864
20251217_184957,autumn,HMB_5,Upsampled,0.5,0.01,0.02,0.4,4233,3944,0.06827309236947787
20251217_184957,autumn,HMB_5,Upsampled,0.5,0.01,0.02,0.5,4233,3990,0.05740609496810778
20251217_184957,autumn,HMB_5,Upsampled,0.5,0.01,0.02,0.6,4233,4029,0.048192771084337394
20251217_184957,autumn,HMB_5,Upsampled,0.5,0.01,0.02,0.7,4233,4049,0.043467989605480706
20251217_184957,autumn,HMB_5,Upsampled,0.5,0.01,0.02,0.8,4233,4065,0.03968816442239542
20251217_184957,autumn,HMB_5,Upsampled,0.5,0.01,0.02,0.9,4233,4078,0.036617056461138664
20251217_184957,autumn,HMB_5,Upsampled,0.5,0.01,0.02,1.0,4233,4087,0.0344909047956532
20251217_184957,autumn,HMB_5,Upsampled,0.5,0.01,0.02,1.1,4233,4091,0.033545948499881906
20251217_184957,autumn,HMB_5,Upsampled,0.5,0.01,0.02,1.2,4233,4093,0.03307347035199626
20251217_184957,autumn,HMB_5,Upsampled,0.5,0.01,0.02,1.3,4233,4094,0.03283723127805338
20251217_184957,autumn,HMB_5,Upsampled,0.5,0.01,0.02,1.4,4233,4097,0.032128514056224855
20251217_184957,autumn,HMB_5,Upsampled,0.5,0.01,0.02,1.5,4233,4102,0.030947318686510794
20251217_184957,autumn,HMB_5,Upsampled,0.5,0.01,0.02,1.6,4233,4103,0.030711079612567915
20251217_184957,autumn,HMB_5,Upsampled,0.5,0.01,0.02,1.7,4233,4104,0.030474840538625037
20251217_184957,autumn,HMB_5,Upsampled,0.5,0.01,0.02,1.8,4233,4104,0.030474840538625037
20251217_184957,autumn,HMB_5,Upsampled,0.5,0.01,0.02,1.9,4233,4104,0.030474840538625037
20251217_184957,autumn,HMB_5,Upsampled,0.5,0.01,0.02,2.0,4233,4104,0.030474840538625037
20251217_184957,autumn,HMB_6,Mixed-stream,0.5,0.01,0.02,0.0,6304,4080,0.35279187817258884
20251217_184957,autumn,HMB_6,Mixed-stream,0.5,0.01,0.02,0.1,6304,4283,0.3205901015228426
20251217_184957,autumn,HMB_6,Mixed-stream,0.5,0.01,0.02,0.2,6304,4501,0.28600888324873097
20251217_184957,autumn,HMB_6,Mixed-stream,0.5,0.01,0.02,0.3,6304,4700,0.25444162436548223
20251217_184957,autumn,HMB_6,Mixed-stream,0.5,0.01,0.02,0.4,6304,4862,0.22874365482233505
20251217_184957,autumn,HMB_6,Mixed-stream,0.5,0.01,0.02,0.5,6304,4981,0.20986675126903553
20251217_184957,autumn,HMB_6,Mixed-stream,0.5,0.01,0.02,0.6,6304,5100,0.19098984771573602
20251217_184957,autumn,HMB_6,Mixed-stream,0.5,0.01,0.02,0.7,6304,5199,0.1752855329949239
20251217_184957,autumn,HMB_6,Mixed-stream,0.5,0.01,0.02,0.8,6304,5284,0.16180203045685282
20251217_184957,autumn,HMB_6,Mixed-stream,0.5,0.01,0.02,0.9,6304,5349,0.15149111675126903
20251217_184957,autumn,HMB_6,Mixed-stream,0.5,0.01,0.02,1.0,6304,5410,0.14181472081218272
20251217_184957,autumn,HMB_6,Mixed-stream,0.5,0.01,0.02,1.1,6304,5457,0.13435913705583757
20251217_184957,autumn,HMB_6,Mixed-stream,0.5,0.01,0.02,1.2,6304,5486,0.12975888324873097
20251217_184957,autumn,HMB_6,Mixed-stream,0.5,0.01,0.02,1.3,6304,5511,0.12579314720812185
20251217_184957,autumn,HMB_6,Mixed-stream,0.5,0.01,0.02,1.4,6304,5527,0.12325507614213194
20251217_184957,autumn,HMB_6,Mixed-stream,0.5,0.01,0.02,1.5,6304,5546,0.12024111675126903
20251217_184957,autumn,HMB_6,Mixed-stream,0.5,0.01,0.02,1.6,6304,5562,0.11770304568527923
20251217_184957,autumn,HMB_6,Mixed-stream,0.5,0.01,0.02,1.7,6304,5578,0.11516497461928932
20251217_184957,autumn,HMB_6,Mixed-stream,0.5,0.01,0.02,1.8,6304,5590,0.113261421319797
20251217_184957,autumn,HMB_6,Mixed-stream,0.5,0.01,0.02,1.9,6304,5599,0.11183375634517767
20251217_184957,autumn,HMB_6,Mixed-stream,0.5,0.01,0.02,2.0,6304,5609,0.11024746192893398
20251217_184957,autumn,HMB_6,Inserted-only,0.5,0.01,0.02,0.0,6304,5684,0.0983502538071066
20251217_184957,autumn,HMB_6,Inserted-only,0.5,0.01,0.02,0.1,6304,5840,0.07360406091370564
20251217_184957,autumn,HMB_6,Inserted-only,0.5,0.01,0.02,0.2,6304,5945,0.05694796954314718
20251217_184957,autumn,HMB_6,Inserted-only,0.5,0.01,0.02,0.3,6304,6006,0.04727157360406087
20251217_184957,autumn,HMB_6,Inserted-only,0.5,0.01,0.02,0.4,6304,6043,0.04140228426395942
20251217_184957,autumn,HMB_6,Inserted-only,0.5,0.01,0.02,0.5,6304,6075,0.03632614213197971
20251217_184957,autumn,HMB_6,Inserted-only,0.5,0.01,0.02,0.6,6304,6100,0.032360406091370586
20251217_184957,autumn,HMB_6,Inserted-only,0.5,0.01,0.02,0.7,6304,6122,0.02887055837563457
20251217_184957,autumn,HMB_6,Inserted-only,0.5,0.01,0.02,0.8,6304,6139,0.02617385786802029
20251217_184957,autumn,HMB_6,Inserted-only,0.5,0.01,0.02,0.9,6304,6154,0.02379441624365486
20251217_184957,autumn,HMB_6,Inserted-only,0.5,0.01,0.02,1.0,6304,6160,0.022842639593908642
20251217_184957,autumn,HMB_6,Inserted-only,0.5,0.01,0.02,1.1,6304,6163,0.022366751269035534
20251217_184957,autumn,HMB_6,Inserted-only,0.5,0.01,0.02,1.2,6304,6168,0.021573604060913687
20251217_184957,autumn,HMB_6,Inserted-only,0.5,0.01,0.02,1.3,6304,6173,0.02078045685279184
20251217_184957,autumn,HMB_6,Inserted-only,0.5,0.01,0.02,1.4,6304,6177,0.020145939086294362
20251217_184957,autumn,HMB_6,Inserted-only,0.5,0.01,0.02,1.5,6304,6179,0.019828680203045734
20251217_184957,autumn,HMB_6,Inserted-only,0.5,0.01,0.02,1.6,6304,6183,0.019194162436548257
20251217_184957,autumn,HMB_6,Inserted-only,0.5,0.01,0.02,1.7,6304,6183,0.019194162436548257
20251217_184957,autumn,HMB_6,Inserted-only,0.5,0.01,0.02,1.8,6304,6186,0.01871827411167515
20251217_184957,autumn,HMB_6,Inserted-only,0.5,0.01,0.02,1.9,6304,6188,0.01840101522842641
20251217_184957,autumn,HMB_6,Inserted-only,0.5,0.01,0.02,2.0,6304,6189,0.01824238578680204
20251217_184957,autumn,HMB_6,Upsampled,0.5,0.01,0.02,0.0,6304,5715,0.09343274111675126
20251217_184957,autumn,HMB_6,Upsampled,0.5,0.01,0.02,0.1,6304,5942,0.05742385786802029
20251217_184957,autumn,HMB_6,Upsampled,0.5,0.01,0.02,0.2,6304,6067,0.037595177664974666
20251217_184957,autumn,HMB_6,Upsampled,0.5,0.01,0.02,0.3,6304,6141,0.02585659898477155
20251217_184957,autumn,HMB_6,Upsampled,0.5,0.01,0.02,0.4,6304,6184,0.019035532994923887
20251217_184957,autumn,HMB_6,Upsampled,0.5,0.01,0.02,0.5,6304,6199,0.016656091370558346
20251217_184957,autumn,HMB_6,Upsampled,0.5,0.01,0.02,0.6,6304,6209,0.015069796954314763
20251217_184957,autumn,HMB_6,Upsampled,0.5,0.01,0.02,0.7,6304,6216,0.013959390862944177
20251217_184957,autumn,HMB_6,Upsampled,0.5,0.01,0.02,0.8,6304,6226,0.012373096446700482
20251217_184957,autumn,HMB_6,Upsampled,0.5,0.01,0.02,0.9,6304,6231,0.011579949238578635
20251217_184957,autumn,HMB_6,Upsampled,0.5,0.01,0.02,1.0,6304,6234,0.011104060913705638
20251217_184957,autumn,HMB_6,Upsampled,0.5,0.01,0.02,1.1,6304,6235,0.010945431472081268
20251217_184957,autumn,HMB_6,Upsampled,0.5,0.01,0.02,1.2,6304,6239,0.01031091370558379
20251217_184957,autumn,HMB_6,Upsampled,0.5,0.01,0.02,1.3,6304,6240,0.010152284263959421
20251217_184957,autumn,HMB_6,Upsampled,0.5,0.01,0.02,1.4,6304,6243,0.009676395939086313
20251217_184957,autumn,HMB_6,Upsampled,0.5,0.01,0.02,1.5,6304,6246,0.009200507614213205
20251217_184957,autumn,HMB_6,Upsampled,0.5,0.01,0.02,1.6,6304,6248,0.008883248730964466
20251217_184957,autumn,HMB_6,Upsampled,0.5,0.01,0.02,1.7,6304,6250,0.008565989847715727
20251217_184957,autumn,HMB_6,Upsampled,0.5,0.01,0.02,1.8,6304,6254,0.00793147208121825
20251217_184957,autumn,HMB_6,Upsampled,0.5,0.01,0.02,1.9,6304,6256,0.0076142131979695105
20251217_184957,autumn,HMB_6,Upsampled,0.5,0.01,0.02,2.0,6304,6256,0.0076142131979695105
20251217_184957,chauffeur,HMB_1,Mixed-stream,0.5,0.01,0.02,0.0,4399,2659,0.3955444419186178
20251217_184957,chauffeur,HMB_1,Mixed-stream,0.5,0.01,0.02,0.1,4399,2700,0.38622414185042053
20251217_184957,chauffeur,HMB_1,Mixed-stream,0.5,0.01,0.02,0.2,4399,2738,0.37758581495794497
20251217_184957,chauffeur,HMB_1,Mixed-stream,0.5,0.01,0.02,0.3,4399,2787,0.3664469197544896
20251217_184957,chauffeur,HMB_1,Mixed-stream,0.5,0.01,0.02,0.4,4399,2835,0.3555353489429416
20251217_184957,chauffeur,HMB_1,Mixed-stream,0.5,0.01,0.02,0.5,4399,2876,0.3462150488747443
20251217_184957,chauffeur,HMB_1,Mixed-stream,0.5,0.01,0.02,0.6,4399,2911,0.33825869515799045
20251217_184957,chauffeur,HMB_1,Mixed-stream,0.5,0.01,0.02,0.7,4399,2945,0.3305296658331439
20251217_184957,chauffeur,HMB_1,Mixed-stream,0.5,0.01,0.02,0.8,4399,2973,0.3241645828597408
20251217_184957,chauffeur,HMB_1,Mixed-stream,0.5,0.01,0.02,0.9,4399,3005,0.3168902023187088
20251217_184957,chauffeur,HMB_1,Mixed-stream,0.5,0.01,0.02,1.0,4399,3038,0.30938849738576946
20251217_184957,chauffeur,HMB_1,Mixed-stream,0.5,0.01,0.02,1.1,4399,3076,0.3007501704932939
20251217_184957,chauffeur,HMB_1,Mixed-stream,0.5,0.01,0.02,1.2,4399,3101,0.2950670606956126
20251217_184957,chauffeur,HMB_1,Mixed-stream,0.5,0.01,0.02,1.3,4399,3134,0.2875653557626733
20251217_184957,chauffeur,HMB_1,Mixed-stream,0.5,0.01,0.02,1.4,4399,3166,0.28029097522164126
20251217_184957,chauffeur,HMB_1,Mixed-stream,0.5,0.01,0.02,1.5,4399,3193,0.27415321664014547
20251217_184957,chauffeur,HMB_1,Mixed-stream,0.5,0.01,0.02,1.6,4399,3217,0.2686974312343714
20251217_184957,chauffeur,HMB_1,Mixed-stream,0.5,0.01,0.02,1.7,4399,3244,0.2625596726528756
20251217_184957,chauffeur,HMB_1,Mixed-stream,0.5,0.01,0.02,1.8,4399,3277,0.2550579677199364
20251217_184957,chauffeur,HMB_1,Mixed-stream,0.5,0.01,0.02,1.9,4399,3305,0.24869288474653328
20251217_184957,chauffeur,HMB_1,Mixed-stream,0.5,0.01,0.02,2.0,4399,3329,0.2432370993407592
20251217_184957,chauffeur,HMB_1,Inserted-only,0.5,0.01,0.02,0.0,4399,4305,0.02136849283928166
20251217_184957,chauffeur,HMB_1,Inserted-only,0.5,0.01,0.02,0.1,4399,4313,0.0195498977040236
20251217_184957,chauffeur,HMB_1,Inserted-only,0.5,0.01,0.02,0.2,4399,4323,0.017276653784951135
20251217_184957,chauffeur,HMB_1,Inserted-only,0.5,0.01,0.02,0.3,4399,4328,0.016140031825414902
20251217_184957,chauffeur,HMB_1,Inserted-only,0.5,0.01,0.02,0.4,4399,4337,0.01409411229824964
20251217_184957,chauffeur,HMB_1,Inserted-only,0.5,0.01,0.02,0.5,4399,4341,0.013184814730620609
20251217_184957,chauffeur,HMB_1,Inserted-only,0.5,0.01,0.02,0.6,4399,4347,0.011820868379177063
20251217_184957,chauffeur,HMB_1,Inserted-only,0.5,0.01,0.02,0.7,4399,4350,0.011138895203455346
20251217_184957,chauffeur,HMB_1,Inserted-only,0.5,0.01,0.02,0.8,4399,4354,0.010229597635826315
20251217_184957,chauffeur,HMB_1,Inserted-only,0.5,0.01,0.02,0.9,4399,4355,0.010002273243919113
20251217_184957,chauffeur,HMB_1,Inserted-only,0.5,0.01,0.02,1.0,4399,4361,0.008638326892475567
20251217_184957,chauffeur,HMB_1,Inserted-only,0.5,0.01,0.02,1.1,4399,4365,0.007729029324846537
20251217_184957,chauffeur,HMB_1,Inserted-only,0.5,0.01,0.02,1.2,4399,4365,0.007729029324846537
20251217_184957,chauffeur,HMB_1,Inserted-only,0.5,0.01,0.02,1.3,4399,4366,0.007501704932939335
20251217_184957,chauffeur,HMB_1,Inserted-only,0.5,0.01,0.02,1.4,4399,4368,0.00704705614912482
20251217_184957,chauffeur,HMB_1,Inserted-only,0.5,0.01,0.02,1.5,4399,4368,0.00704705614912482
20251217_184957,chauffeur,HMB_1,Inserted-only,0.5,0.01,0.02,1.6,4399,4368,0.00704705614912482
20251217_184957,chauffeur,HMB_1,Inserted-only,0.5,0.01,0.02,1.7,4399,4369,0.0068197317572175065
20251217_184957,chauffeur,HMB_1,Inserted-only,0.5,0.01,0.02,1.8,4399,4370,0.006592407365310304
20251217_184957,chauffeur,HMB_1,Inserted-only,0.5,0.01,0.02,1.9,4399,4372,0.006137758581495789
20251217_184957,chauffeur,HMB_1,Inserted-only,0.5,0.01,0.02,2.0,4399,4375,0.005455785405774072
20251217_184957,chauffeur,HMB_1,Upsampled,0.5,0.01,0.02,0.0,4399,4399,0.0
20251217_184957,chauffeur,HMB_1,Upsampled,0.5,0.01,0.02,0.1,4399,4399,0.0
20251217_184957,chauffeur,HMB_1,Upsampled,0.5,0.01,0.02,0.2,4399,4399,0.0
20251217_184957,chauffeur,HMB_1,Upsampled,0.5,0.01,0.02,0.3,4399,4399,0.0
20251217_184957,chauffeur,HMB_1,Upsampled,0.5,0.01,0.02,0.4,4399,4399,0.0
20251217_184957,chauffeur,HMB_1,Upsampled,0.5,0.01,0.02,0.5,4399,4399,0.0
20251217_184957,chauffeur,HMB_1,Upsampled,0.5,0.01,0.02,0.6,4399,4399,0.0
20251217_184957,chauffeur,HMB_1,Upsampled,0.5,0.01,0.02,0.7,4399,4399,0.0
20251217_184957,chauffeur,HMB_1,Upsampled,0.5,0.01,0.02,0.8,4399,4399,0.0
20251217_184957,chauffeur,HMB_1,Upsampled,0.5,0.01,0.02,0.9,4399,4399,0.0
20251217_184957,chauffeur,HMB_1,Upsampled,0.5,0.01,0.02,1.0,4399,4399,0.0
20251217_184957,chauffeur,HMB_1,Upsampled,0.5,0.01,0.02,1.1,4399,4399,0.0
20251217_184957,chauffeur,HMB_1,Upsampled,0.5,0.01,0.02,1.2,4399,4399,0.0
20251217_184957,chauffeur,HMB_1,Upsampled,0.5,0.01,0.02,1.3,4399,4399,0.0
20251217_184957,chauffeur,HMB_1,Upsampled,0.5,0.01,0.02,1.4,4399,4399,0.0
20251217_184957,chauffeur,HMB_1,Upsampled,0.5,0.01,0.02,1.5,4399,4399,0.0
20251217_184957,chauffeur,HMB_1,Upsampled,0.5,0.01,0.02,1.6,4399,4399,0.0
20251217_184957,chauffeur,HMB_1,Upsampled,0.5,0.01,0.02,1.7,4399,4399,0.0
20251217_184957,chauffeur,HMB_1,Upsampled,0.5,0.01,0.02,1.8,4399,4399,0.0
20251217_184957,chauffeur,HMB_1,Upsampled,0.5,0.01,0.02,1.9,4399,4399,0.0
20251217_184957,chauffeur,HMB_1,Upsampled,0.5,0.01,0.02,2.0,4399,4399,0.0
20251217_184957,chauffeur,HMB_2,Mixed-stream,0.5,0.01,0.02,0.0,15734,5753,0.63435871361383
20251217_184957,chauffeur,HMB_2,Mixed-stream,0.5,0.01,0.02,0.1,15734,5943,0.6222829541121139
20251217_184957,chauffeur,HMB_2,Mixed-stream,0.5,0.01,0.02,0.2,15734,6142,0.6096351849497903
20251217_184957,chauffeur,HMB_2,Mixed-stream,0.5,0.01,0.02,0.3,15734,6341,0.5969874157874666
20251217_184957,chauffeur,HMB_2,Mixed-stream,0.5,0.01,0.02,0.4,15734,6510,0.586246345493835
20251217_184957,chauffeur,HMB_2,Mixed-stream,0.5,0.01,0.02,0.5,15734,6722,0.5727723401550782
20251217_184957,chauffeur,HMB_2,Mixed-stream,0.5,0.01,0.02,0.6,15734,6938,0.5590441083004958
20251217_184957,chauffeur,HMB_2,Mixed-stream,0.5,0.01,0.02,0.7,15734,7165,0.5446167535273929
20251217_184957,chauffeur,HMB_2,Mixed-stream,0.5,0.01,0.02,0.8,15734,7344,0.5332401169441973
20251217_184957,chauffeur,HMB_2,Mixed-stream,0.5,0.01,0.02,0.9,15734,7505,0.5230074996822169
20251217_184957,chauffeur,HMB_2,Mixed-stream,0.5,0.01,0.02,1.0,15734,7662,0.513029108936062
20251217_184957,chauffeur,HMB_2,Mixed-stream,0.5,0.01,0.02,1.1,15734,7833,0.5021609253845176
20251217_184957,chauffeur,HMB_2,Mixed-stream,0.5,0.01,0.02,1.2,15734,7985,0.49250031778314474
20251217_184957,chauffeur,HMB_2,Mixed-stream,0.5,0.01,0.02,1.3,15734,8092,0.48569975848480995
20251217_184957,chauffeur,HMB_2,Mixed-stream,0.5,0.01,0.02,1.4,15734,8217,0.47775517986525995
20251217_184957,chauffeur,HMB_2,Mixed-stream,0.5,0.01,0.02,1.5,15734,8333,0.4703826109063175
20251217_184957,chauffeur,HMB_2,Mixed-stream,0.5,0.01,0.02,1.6,15734,8448,0.46307359857633146
20251217_184957,chauffeur,HMB_2,Mixed-stream,0.5,0.01,0.02,1.7,15734,8531,0.45779839837295033
20251217_184957,chauffeur,HMB_2,Mixed-stream,0.5,0.01,0.02,1.8,15734,8598,0.4535401042328715
20251217_184957,chauffeur,HMB_2,Mixed-stream,0.5,0.01,0.02,1.9,15734,8682,0.44820134740053386
20251217_184957,chauffeur,HMB_2,Mixed-stream,0.5,0.01,0.02,2.0,15734,8761,0.44318037371297825
20251217_184957,chauffeur,HMB_2,Inserted-only,0.5,0.01,0.02,0.0,15734,15231,0.03196898436506923
20251217_184957,chauffeur,HMB_2,Inserted-only,0.5,0.01,0.02,0.1,15734,15304,0.027329350451252066
20251217_184957,chauffeur,HMB_2,Inserted-only,0.5,0.01,0.02,0.2,15734,15346,0.0246599720350833
20251217_184957,chauffeur,HMB_2,Inserted-only,0.5,0.01,0.02,0.3,15734,15378,0.022626159908478494
20251217_184957,chauffeur,HMB_2,Inserted-only,0.5,0.01,0.02,0.4,15734,15402,0.021100800813524834
20251217_184957,chauffeur,HMB_2,Inserted-only,0.5,0.01,0.02,0.5,15734,15421,0.01989322486335321
20251217_184957,chauffeur,HMB_2,Inserted-only,0.5,0.01,0.02,0.6,15734,15436,0.018939875429007214
20251217_184957,chauffeur,HMB_2,Inserted-only,0.5,0.01,0.02,0.7,15734,15445,0.01836786576839966
20251217_184957,chauffeur,HMB_2,Inserted-only,0.5,0.01,0.02,0.8,15734,15462,0.01728740307614085
20251217_184957,chauffeur,HMB_2,Inserted-only,0.5,0.01,0.02,0.9,15734,15475,0.01646116689970767
20251217_184957,chauffeur,HMB_2,Inserted-only,0.5,0.01,0.02,1.0,15734,15482,0.01601627049701282
20251217_184957,chauffeur,HMB_2,Inserted-only,0.5,0.01,0.02,1.1,15734,15494,0.015253590949536044
20251217_184957,chauffeur,HMB_2,Inserted-only,0.5,0.01,0.02,1.2,15734,15505,0.014554468031015677
20251217_184957,chauffeur,HMB_2,Inserted-only,0.5,0.01,0.02,1.3,15734,15509,0.014300241515190049
20251217_184957,chauffeur,HMB_2,Inserted-only,0.5,0.01,0.02,1.4,15734,15512,0.014109571628320827
20251217_184957,chauffeur,HMB_2,Inserted-only,0.5,0.01,0.02,1.5,15734,15515,0.013918901741451606
20251217_184957,chauffeur,HMB_2,Inserted-only,0.5,0.01,0.02,1.6,15734,15519,0.013664675225625977
20251217_184957,chauffeur,HMB_2,Inserted-only,0.5,0.01,0.02,1.7,15734,15523,0.01341044870980046
20251217_184957,chauffeur,HMB_2,Inserted-only,0.5,0.01,0.02,1.8,15734,15528,0.013092665565018424
20251217_184957,chauffeur,HMB_2,Inserted-only,0.5,0.01,0.02,1.9,15734,15532,0.012838439049192796
20251217_184957,chauffeur,HMB_2,Inserted-only,0.5,0.01,0.02,2.0,15734,15535,0.012647769162323685
20251217_184957,chauffeur,HMB_2,Upsampled,0.5,0.01,0.02,0.0,15734,15704,0.0019066988686919917
20251217_184957,chauffeur,HMB_2,Upsampled,0.5,0.01,0.02,0.1,15734,15708,0.0016524723528663632
20251217_184957,chauffeur,HMB_2,Upsampled,0.5,0.01,0.02,0.2,15734,15713,0.0013346892080844386
20251217_184957,chauffeur,HMB_2,Upsampled,0.5,0.01,0.02,0.3,15734,15717,0.00108046269225881
20251217_184957,chauffeur,HMB_2,Upsampled,0.5,0.01,0.02,0.4,15734,15721,0.0008262361764331816
20251217_184957,chauffeur,HMB_2,Upsampled,0.5,0.01,0.02,0.5,15734,15721,0.0008262361764331816
20251217_184957,chauffeur,HMB_2,Upsampled,0.5,0.01,0.02,0.6,15734,15722,0.0007626795474767745
20251217_184957,chauffeur,HMB_2,Upsampled,0.5,0.01,0.02,0.7,15734,15724,0.0006355662895639602
20251217_184957,chauffeur,HMB_2,Upsampled,0.5,0.01,0.02,0.8,15734,15727,0.00044489640269484987
20251217_184957,chauffeur,HMB_2,Upsampled,0.5,0.01,0.02,0.9,15734,15727,0.00044489640269484987
20251217_184957,chauffeur,HMB_2,Upsampled,0.5,0.01,0.02,1.0,15734,15728,0.00038133977373844274
20251217_184957,chauffeur,HMB_2,Upsampled,0.5,0.01,0.02,1.1,15734,15728,0.00038133977373844274
20251217_184957,chauffeur,HMB_2,Upsampled,0.5,0.01,0.02,1.2,15734,15728,0.00038133977373844274
20251217_184957,chauffeur,HMB_2,Upsampled,0.5,0.01,0.02,1.3,15734,15728,0.00038133977373844274
20251217_184957,chauffeur,HMB_2,Upsampled,0.5,0.01,0.02,1.4,15734,15729,0.0003177831447820356
